18:06:48.896 WindowManager                  trimMemory level: 15
18:08:48.039 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265242
18:08:48.100                                provider != null. Start to getTypeAsync:content://media/external/images/media/265242
18:08:48.167 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:48.167 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265242
18:08:48.167                                provider != null. Start to getTypeAsync:content://media/external/images/media/265242
18:08:48.184 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579773592 для URI: content://media/external/images/media/265242
18:08:48.184                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:48.185                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265242
18:08:48.185                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265242
18:08:48.185                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:48.491 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265243
18:08:48.491                                provider != null. Start to getTypeAsync:content://media/external/images/media/265243
18:08:48.898 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:48.899 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265243
18:08:48.912 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776579686288 для URI: content://media/external/images/media/265243
18:08:48.912                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265243
18:08:48.913                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:49.126                                [ПРОЦЕСС] EXIF-данные получены из кэша для content://media/external/images/media/265243
18:08:49.126                                [ПРОЦЕСС] PerformanceMonitor: Cache hit - EXIF
18:08:49.127                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:49.127                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265243
18:08:49.128                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265244 -> true
18:08:49.137 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265244
18:08:49.149                                provider != null. Start to getTypeAsync:content://media/external/images/media/265244
18:08:49.266 LogUtil                        [ПРОЦЕСС] PerformanceMonitor: Cache miss - EXIF
18:08:49.268 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265244
18:08:49.282                                provider != null. Start to getTypeAsync:content://media/external/images/media/265244
18:08:49.286 LogUtil                        [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580749380 для URI: content://media/external/images/media/265244
18:08:49.287                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265244
18:08:49.288                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:49.297                                [ПРОЦЕСС] Найден EXIF маркер с timestamp: 1776580749380 для URI: content://media/external/images/media/265244
18:08:49.298                                [ПРОЦЕСС] EXIF-данные закэшированы для content://media/external/images/media/265244
18:08:49.298                                [ПРОЦЕСС] Изображение не требует обработки: ALREADY_COMPRESSED
18:08:49.300                                [ПРОЦЕСС] Оптимизировано: content://media/external/images/media/265244
18:08:49.301                                [ПРОЦЕСС] URI из кэша: content://media/external/images/media/265245 -> true
18:08:49.426 ContentResolver                provider != null. Start to getTypeAsync:content://media/external/images/media/265245
